RA,Fase,Turma,Nome,Ano de Nascimento do Aluno,Idade do Aluno,Gênero,Ano de Ingresso na Passos Mágicos,Instituição de ensino,Pedra 2020,Pedra 2021,Pedra 2022,Índice de Desenvolvimento Educacional (INDE),Classificação Geral (Ranking Geral),Classificação na Fase (Ranking por Fase),Classificação na Turma (Ranking por Turma),Quantidade de Avaliações,Equipe Avaliadora 1,Recomendação da Equipe Avaliadora 1,Equipe Avaliadora 2,Recomendação da Equipe Avaliadora 2,Equipe Avaliadora 3,Recomendação da Equipe Avaliadora 3,Equipe Avaliadora 4,Recomendação da Equipe Avaliadora 4,Indicador de Autoavaliação,Indicador de Engajamento,Indicador Psicossocial,Recomendação da Equipe de Psicologia,Indicador de Aprendizagem,Nota Média de Matemática,Nota Média de Português,Nota Média de Inglês,Indicado para Bolsa,Atingiu Ponto de Virada,Indicador de Ponto de Virada,Indicador de Adequação ao Nível,Fase ideal,Nível de Defasagem,Observações sobre Indicador de Engajamento,Observações sobre Indicador de Aprendizagem,Observações sobre Indicador de Ponto de Virada,Fase_ideal_num,gap_fase,pv_bool,cluster5
RA-168,4,P,Aluno-168,2007,15,Menina,2018,Rede Decisão,Ametista,Ametista,Ágata,6.917,522,44,5,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.9,8.3,6.3,Sem limitações,5.9,4.7,8.2,5.0,Não,Não,7.083,5.0,Fase 5 (1º EM),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,1.0,False,0
RA-171,4,P,Aluno-171,2006,16,Menino,2022,Escola Pública,,,Ágata,6.581,632,57,7,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.5,6.8,7.5,Sem limitações,5.5,3.0,8.0,,Não,Não,6.875,5.0,Fase 6 (2º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.0,2.0,False,0
RA-173,4,P,Aluno-173,2005,17,Menino,2019,Rede Decisão,Ametista,Ametista,Ametista,7.816,198,18,2,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.3,9.2,6.9,Requer avaliação,7.9,9.0,7.5,7.1,Não,Sim,9.25,2.5,Fase 7 (3º EM),-3,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.0,3.0,True,0
RA-175,4,P,Aluno-175,2007,15,Menina,2018,Rede Decisão,Ametista,Ametista,Ágata,6.75,567,51,6,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.3,9.2,5.6,Requer avaliação,5.9,4.7,7.2,5.9,Não,Não,5.833,5.0,Fase 5 (1º EM),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,1.0,False,0
RA-182,3,A,Aluno-182,2006,16,Menina,2021,Escola Pública,,Quartzo,Ágata,6.328,677,93,15,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.5,8.0,7.5,Não atendido,4.1,1.3,5.7,5.4,Não,Não,6.958,2.5,Fase 6 (2º EM),-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.0,3.0,False,0
RA-184,3,A,Aluno-184,2006,16,Menino,2019,Escola Pública,Ametista,Ametista,Ametista,7.28,403,47,12,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.8,7.7,7.5,Não atendido,7.2,5.0,7.3,9.3,Sim,Não,8.0,2.5,Fase 6 (2º EM),-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.0,3.0,False,0
RA-185,3,A,Aluno-185,2007,15,Menino,2021,Escola Pública,,Quartzo,Ágata,6.615,621,81,14,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.9,7.7,7.5,Não atendido,4.5,3.3,5.7,4.5,Não,Não,6.875,5.0,Fase 5 (1º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,2.0,False,0
RA-201,3,B,Aluno-201,2007,15,Menina,2021,Escola Pública,,Ágata,Ametista,7.078,462,58,7,4,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.9,7.3,7.5,Não atendido,6.5,6.0,7.2,6.3,Não,Não,7.542,5.0,Fase 5 (1º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.0,2.0,False,0
RA-217,3,D,Aluno-217,2007,15,Menina,2021,Escola Pública,,Ametista,Ametista,7.397,363,42,2,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.9,8.5,7.5,Não atendido,7.1,6.3,7.2,7.7,Sim,Não,7.292,5.0,Fase 5 (1º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,2.0,False,0
RA-243,3,F,Aluno-243,2007,15,Menina,2022,Escola Pública,,,Ágata,6.982,493,63,10,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.1,8.7,5.0,Requer avaliação,6.0,5.0,5.3,7.7,Não,Não,7.875,5.0,Fase 5 (1º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5.0,2.0,False,0
RA-251,3,G,Aluno-251,2007,15,Menino,2018,Escola Pública,Ametista,Ametista,Ágata,7.022,482,62,4,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,10.0,8.1,5.6,Sem limitações,6.3,5.3,6.3,7.2,Não,Não,6.625,5.0,Fase 5 (1º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,2.0,False,0
RA-264,3,I,Aluno-264,2007,15,Menina,2022,Escola Pública,,,Ametista,7.087,460,57,2,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,10.0,9.2,5.6,Requer avaliação,5.8,6.0,5.5,,Não,Não,6.625,5.0,Fase 5 (1º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,2.0,False,0
RA-268,3,K,Aluno-268,2008,14,Menina,2021,Escola Pública,,Ágata,Ágata,6.695,590,77,11,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,9.2,6.7,6.3,Requer avaliação,5.7,7.0,6.8,3.2,Sim,Não,7.208,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.0,1.0,False,0
RA-271,3,K,Aluno-271,2007,15,Menina,2022,Escola Pública,,,Ametista,7.255,411,50,8,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,9.2,8.5,5.6,Requer avaliação,7.1,6.3,6.5,8.3,Sim,Não,6.958,5.0,Fase 5 (1º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.0,2.0,False,0
RA-302,3,M,Aluno-302,2006,16,Menino,2022,Escola Pública,,,Ágata,6.334,673,90,10,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,9.2,7.7,6.9,Sem limitações,4.8,4.3,5.0,5.0,Não,Não,6.208,2.5,Fase 6 (2º EM),-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.0,3.0,False,0
